time_sec,hour_of_day,power_mw,wind_speed_mph
53610,14.89,6.274,7.92
53620,14.89,6.381,7.99
53630,14.9,7.168,8.47
53640,14.9,7.588,8.71
53650,14.9,8.196,9.05
53660,14.91,8.456,9.2
53670,14.91,8.674,9.31
53680,14.91,8.686,9.32
53690,14.91,8.969,9.47
53700,14.92,8.651,9.3
53710,14.92,8.684,9.32
53720,14.92,8.735,9.35
53730,14.93,8.636,9.29
53740,14.93,8.744,9.35
53750,14.93,8.115,9.01
53760,14.93,8.343,9.13
53770,14.94,8.407,9.17
53780,14.94,8.12,9.01
53790,14.94,8.114,9.01
53800,14.94,8.004,8.95
53810,14.95,7.61,8.72
53820,14.95,7.269,8.53
53830,14.95,7.491,8.66
53840,14.96,8.166,9.04
53850,14.96,8.0,8.94
53860,14.96,8.201,9.06
53870,14.96,7.796,8.83
53880,14.97,7.606,8.72
53890,14.97,8.033,8.96
53900,14.97,7.431,8.62
53910,14.97,7.835,8.85
53920,14.98,7.747,8.8
53930,14.98,7.213,8.49
53940,14.98,7.035,8.39
53950,14.99,7.392,8.6
53960,14.99,7.536,8.68
53970,14.99,7.503,8.66
53980,14.99,7.481,8.65
53990,15.0,7.396,8.6
54000,15.0,6.986,8.36
54010,15.0,6.28,7.92
54020,15.01,6.448,8.03
54030,15.01,6.365,7.98
54040,15.01,6.562,8.1
54050,15.01,6.647,8.15
54060,15.02,6.557,8.1
54070,15.02,6.584,8.11
54080,15.02,6.565,8.1
54090,15.03,6.786,8.24
54100,15.03,7.231,8.5
54110,15.03,7.512,8.67
54120,15.03,7.335,8.56
54130,15.04,7.04,8.39
54140,15.04,7.153,8.46
54150,15.04,6.847,8.27
54160,15.04,6.906,8.31
54170,15.05,6.751,8.22
54180,15.05,6.933,8.33
54190,15.05,6.891,8.3
54200,15.06,6.214,7.88
54210,15.06,6.255,7.91
54220,15.06,6.591,8.12
54230,15.06,6.967,8.35
54240,15.07,7.475,8.65
54250,15.07,7.627,8.73
54260,15.07,7.717,8.78
54270,15.07,8.018,8.95
54280,15.08,8.119,9.01
54290,15.08,8.057,8.98
54300,15.08,8.313,9.12
54310,15.09,8.528,9.23
54320,15.09,8.672,9.31
54330,15.09,8.867,9.42
54340,15.09,8.866,9.42
54350,15.1,9.498,9.75
54360,15.1,8.912,9.44
54370,15.1,9.006,9.49
54380,15.11,8.962,9.47
54390,15.11,8.723,9.34
54400,15.11,8.474,9.21
54410,15.11,8.369,9.15
54420,15.12,8.111,9.01
54430,15.12,8.346,9.14
54440,15.12,8.343,9.13
54450,15.12,8.69,9.32
54460,15.13,7.961,8.92
54470,15.13,7.569,8.7
54480,15.13,7.969,8.93
54490,15.14,8.255,9.09
54500,15.14,8.615,9.28
54510,15.14,8.645,9.3
54520,15.14,8.864,9.41
54530,15.15,8.823,9.39
54540,15.15,8.941,9.46
54550,15.15,8.629,9.29
54560,15.16,8.522,9.23
54570,15.16,8.528,9.23
54580,15.16,8.264,9.09
54590,15.16,8.2,9.06
54600,15.17,8.4,9.17
54610,15.17,8.94,9.45
54620,15.17,9.474,9.73
54630,15.18,9.196,9.59
54640,15.18,8.447,9.19
54650,15.18,8.163,9.04
54660,15.18,7.951,8.92
54670,15.19,7.888,8.88
54680,15.19,8.048,8.97
54690,15.19,7.989,8.94
54700,15.19,7.812,8.84
54710,15.2,7.395,8.6
54720,15.2,7.871,8.87
54730,15.2,8.234,9.07
54740,15.21,8.634,9.29
54750,15.21,8.344,9.13
54760,15.21,7.712,8.78
54770,15.21,7.856,8.86
54780,15.22,8.052,8.97
54790,15.22,7.59,8.71
54800,15.22,7.387,8.59
54810,15.22,7.092,8.42
54820,15.23,7.25,8.51
54830,15.23,7.534,8.68
54840,15.23,7.777,8.82
54850,15.24,7.684,8.77
54860,15.24,7.065,8.41
54870,15.24,7.251,8.52
54880,15.24,7.816,8.84
54890,15.25,8.034,8.96
54900,15.25,8.445,9.19
54910,15.25,8.814,9.39
54920,15.26,8.645,9.3
54930,15.26,8.534,9.24
54940,15.26,8.391,9.16
54950,15.26,8.142,9.02
54960,15.27,7.528,8.68
54970,15.27,7.304,8.55
54980,15.27,6.914,8.32
54990,15.28,7.001,8.37
55000,15.28,6.396,8.0
55010,15.28,6.997,8.36
55020,15.28,6.423,8.01
55030,15.29,6.79,8.24
55040,15.29,6.844,8.27
55050,15.29,7.248,8.51
55060,15.29,7.518,8.67
55070,15.3,7.862,8.87
55080,15.3,7.326,8.56
55090,15.3,7.064,8.41
55100,15.31,7.144,8.45
55110,15.31,7.649,8.75
55120,15.31,6.968,8.35
55130,15.31,7.317,8.55
55140,15.32,7.444,8.63
55150,15.32,7.582,8.71
55160,15.32,7.47,8.64
55170,15.32,7.333,8.56
55180,15.33,7.389,8.6
55190,15.33,7.322,8.56
55200,15.33,7.507,8.66
55210,15.34,6.883,8.3
55220,15.34,6.789,8.24
55230,15.34,7.108,8.43
55240,15.34,6.984,8.36
55250,15.35,6.862,8.28
55260,15.35,7.642,8.74
55270,15.35,7.991,8.94
55280,15.36,8.333,9.13
55290,15.36,8.599,9.27
55300,15.36,8.592,9.27
55310,15.36,8.445,9.19
55320,15.37,8.294,9.11
55330,15.37,8.083,8.99
55340,15.37,7.744,8.8
55350,15.38,7.807,8.84
55360,15.38,7.996,8.94
55370,15.38,8.269,9.09
55380,15.38,8.199,9.06
55390,15.39,8.262,9.09
55400,15.39,7.852,8.86
55410,15.39,8.512,9.23
55420,15.39,8.473,9.2
55430,15.4,8.83,9.4
55440,15.4,9.286,9.64
55450,15.4,9.223,9.6
55460,15.41,8.599,9.27
55470,15.41,8.762,9.36
55480,15.41,8.639,9.29
55490,15.41,8.781,9.37
55500,15.42,8.653,9.3
55510,15.42,8.888,9.43
55520,15.42,8.88,9.42
55530,15.43,9.204,9.59
55540,15.43,9.171,9.58
55550,15.43,8.712,9.33
55560,15.43,8.988,9.48
55570,15.44,9.35,9.67
55580,15.44,8.827,9.4
55590,15.44,8.674,9.31
55600,15.44,8.569,9.26
55610,15.45,8.822,9.39
55620,15.45,8.74,9.35
55630,15.45,8.776,9.37
55640,15.46,8.309,9.12
55650,15.46,8.761,9.36
55660,15.46,8.672,9.31
55670,15.46,8.662,9.31
55680,15.47,8.506,9.22
55690,15.47,8.829,9.4
55700,15.47,9.106,9.54
55710,15.47,9.139,9.56
55720,15.48,8.946,9.46
55730,15.48,9.335,9.66
55740,15.48,9.483,9.74
55750,15.49,9.724,9.86
55760,15.49,9.524,9.76
55770,15.49,8.997,9.49
55780,15.49,8.941,9.46
55790,15.5,8.993,9.48
55800,15.5,9.39,9.69
55810,15.5,9.574,9.78
55820,15.51,9.887,9.94
55830,15.51,10.369,10.18
55840,15.51,10.535,10.26
55850,15.51,10.607,10.3
55860,15.52,10.393,10.19
55870,15.52,10.278,10.14
55880,15.52,10.364,10.18
55890,15.53,10.705,10.35
55900,15.53,11.056,10.51
55910,15.53,11.672,10.8
55920,15.53,11.687,10.81
55930,15.54,11.535,10.74
55940,15.54,11.291,10.63
55950,15.54,10.441,10.22
55960,15.54,10.072,10.04
55970,15.55,10.463,10.23
55980,15.55,10.592,10.29
55990,15.55,10.455,10.23
56000,15.56,10.066,10.03
56010,15.56,10.452,10.22
56020,15.56,10.019,10.01
56030,15.56,10.338,10.17
56040,15.57,10.136,10.07
56050,15.57,10.181,10.09
56060,15.57,9.904,9.95
56070,15.57,9.759,9.88
56080,15.58,9.413,9.7
56090,15.58,9.595,9.8
56100,15.58,9.851,9.93
56110,15.59,9.733,9.87
56120,15.59,9.467,9.73
56130,15.59,9.076,9.53
56140,15.59,8.405,9.17
56150,15.6,8.823,9.39
56160,15.6,9.491,9.74
56170,15.6,9.49,9.74
56180,15.61,9.5,9.75
56190,15.61,8.978,9.48
56200,15.61,8.83,9.4
56210,15.61,8.51,9.23
56220,15.62,8.54,9.24
56230,15.62,8.608,9.28
56240,15.62,8.306,9.11
56250,15.62,8.5,9.22
56260,15.63,8.428,9.18
56270,15.63,8.338,9.13
56280,15.63,8.196,9.05
56290,15.64,7.505,8.66
56300,15.64,7.548,8.69
56310,15.64,6.882,8.3
56320,15.64,7.342,8.57
56330,15.65,7.438,8.62
56340,15.65,7.884,8.88
56350,15.65,8.018,8.95
56360,15.66,7.89,8.88
56370,15.66,7.811,8.84
56380,15.66,7.665,8.75
56390,15.66,7.628,8.73
56400,15.67,7.718,8.79
56410,15.67,7.691,8.77
56420,15.67,8.189,9.05
56430,15.68,8.261,9.09
56440,15.68,8.309,9.12
56450,15.68,7.904,8.89
56460,15.68,8.046,8.97
56470,15.69,8.073,8.99
56480,15.69,7.871,8.87
56490,15.69,7.843,8.86
56500,15.69,7.777,8.82
56510,15.7,7.803,8.83
56520,15.7,7.819,8.84
56530,15.7,7.793,8.83
56540,15.71,7.672,8.76
56550,15.71,8.0,8.94
56560,15.71,8.167,9.04
56570,15.71,7.613,8.73
56580,15.72,7.729,8.79
56590,15.72,7.959,8.92
56600,15.72,8.005,8.95
56610,15.72,8.081,8.99
56620,15.73,7.912,8.89
56630,15.73,7.95,8.92
56640,15.73,8.328,9.13
56650,15.74,8.239,9.08
56660,15.74,8.545,9.24
56670,15.74,8.711,9.33
56680,15.74,9.133,9.56
56690,15.75,8.922,9.45
56700,15.75,9.186,9.58
56710,15.75,9.126,9.55
56720,15.76,9.111,9.54
56730,15.76,8.69,9.32
56740,15.76,8.729,9.34
56750,15.76,8.803,9.38
56760,15.77,8.708,9.33
56770,15.77,8.236,9.08
56780,15.77,8.172,9.04
56790,15.78,8.456,9.2
56800,15.78,8.648,9.3
56810,15.78,9.002,9.49
56820,15.78,9.228,9.61
56830,15.79,8.877,9.42
56840,15.79,9.102,9.54
56850,15.79,9.258,9.62
56860,15.79,8.983,9.48
56870,15.8,8.543,9.24
56880,15.8,8.88,9.42
56890,15.8,8.068,8.98
56900,15.81,8.219,9.07
56910,15.81,8.485,9.21
56920,15.81,8.726,9.34
56930,15.81,8.791,9.38
56940,15.82,8.662,9.31
56950,15.82,8.694,9.32
56960,15.82,9.047,9.51
56970,15.82,9.313,9.65
56980,15.83,8.833,9.4
56990,15.83,8.527,9.23
57000,15.83,8.602,9.27
57010,15.84,8.577,9.26
57020,15.84,8.597,9.27
57030,15.84,8.456,9.2
57040,15.84,7.978,8.93
57050,15.85,7.927,8.9
57060,15.85,8.243,9.08
57070,15.85,8.299,9.11
57080,15.86,8.705,9.33
57090,15.86,8.934,9.45
57100,15.86,9.264,9.63
57110,15.86,9.286,9.64
57120,15.87,9.46,9.73
57130,15.87,9.065,9.52
57140,15.87,8.66,9.31
57150,15.88,8.341,9.13
57160,15.88,8.912,9.44
57170,15.88,9.09,9.53
57180,15.88,9.344,9.67
57190,15.89,9.095,9.54
57200,15.89,8.709,9.33
57210,15.89,8.693,9.32
57220,15.89,9.091,9.53
57230,15.9,8.951,9.46
57240,15.9,9.311,9.65
57250,15.9,9.426,9.71
57260,15.91,9.651,9.82
57270,15.91,9.869,9.93
57280,15.91,9.783,9.89
57290,15.91,9.639,9.82
57300,15.92,9.714,9.86
57310,15.92,9.674,9.84
57320,15.92,9.63,9.81
57330,15.93,10.012,10.01
57340,15.93,10.444,10.22
57350,15.93,10.406,10.2
57360,15.93,10.56,10.28
57370,15.94,10.639,10.31
57380,15.94,10.589,10.29
57390,15.94,10.269,10.13
57400,15.94,10.274,10.14
57410,15.95,10.037,10.02
57420,15.95,9.975,9.99
57430,15.95,10.323,10.16
57440,15.96,10.555,10.27
57450,15.96,11.097,10.53
57460,15.96,10.689,10.34
57470,15.96,11.116,10.54
57480,15.97,10.98,10.48
57490,15.97,10.6,10.3
57500,15.97,10.284,10.14
57510,15.97,10.315,10.16
57520,15.98,9.325,9.66
57530,15.98,9.302,9.64
57540,15.98,9.02,9.5
57550,15.99,8.873,9.42
57560,15.99,9.004,9.49
57570,15.99,8.832,9.4
57580,15.99,8.86,9.41
57590,16.0,9.154,9.57
57600,16.0,9.203,9.59
57610,16.0,8.71,9.33
57620,16.01,8.642,9.3
57630,16.01,9.3,9.64
57640,16.01,9.997,10.0
57650,16.01,9.765,9.88
57660,16.02,9.304,9.65
57670,16.02,9.106,9.54
57680,16.02,9.329,9.66
57690,16.02,9.35,9.67
57700,16.03,9.404,9.7
57710,16.03,9.79,9.89
57720,16.03,9.463,9.73
57730,16.04,9.665,9.83
57740,16.04,9.657,9.83
57750,16.04,9.285,9.64
57760,16.04,9.716,9.86
57770,16.05,9.622,9.81
57780,16.05,10.449,10.22
57790,16.05,10.098,10.05
57800,16.06,9.852,9.93
57810,16.06,9.747,9.87
57820,16.06,9.705,9.85
57830,16.06,9.648,9.82
57840,16.07,9.248,9.62
57850,16.07,9.249,9.62
57860,16.07,9.638,9.82
57870,16.07,9.119,9.55
57880,16.08,8.922,9.45
57890,16.08,9.047,9.51
57900,16.08,9.042,9.51
57910,16.09,9.003,9.49
57920,16.09,8.73,9.34
57930,16.09,8.528,9.23
57940,16.09,8.602,9.27
57950,16.1,8.409,9.17
57960,16.1,8.545,9.24
57970,16.1,8.032,8.96
57980,16.11,8.206,9.06
57990,16.11,8.228,9.07
58000,16.11,8.541,9.24
58010,16.11,8.042,8.97
58020,16.12,8.533,9.24
58030,16.12,8.681,9.32
58040,16.12,8.303,9.11
58050,16.12,7.95,8.92
58060,16.13,8.693,9.32
58070,16.13,8.614,9.28
58080,16.13,8.493,9.22
58090,16.14,8.882,9.42
58100,16.14,8.945,9.46
58110,16.14,8.352,9.14
58120,16.14,8.386,9.16
58130,16.15,9.065,9.52
58140,16.15,8.713,9.33
58150,16.15,8.474,9.21
58160,16.16,8.26,9.09
58170,16.16,8.447,9.19
58180,16.16,8.523,9.23
58190,16.16,8.512,9.23
58200,16.17,8.188,9.05
58210,16.17,8.526,9.23
58220,16.17,8.481,9.21
58230,16.18,8.655,9.3
58240,16.18,9.274,9.63
58250,16.18,9.825,9.91
58260,16.18,10.102,10.05
58270,16.19,10.244,10.12
58280,16.19,10.454,10.22
58290,16.19,9.961,9.98
58300,16.19,10.007,10.0
58310,16.2,9.667,9.83
58320,16.2,9.403,9.7
58330,16.2,8.998,9.49
58340,16.21,8.639,9.29
58350,16.21,8.908,9.44
58360,16.21,8.647,9.3
58370,16.21,8.72,9.34
58380,16.22,8.902,9.44
58390,16.22,9.304,9.65
58400,16.22,9.368,9.68
58410,16.23,9.73,9.86
58420,16.23,9.789,9.89
58430,16.23,9.188,9.59
58440,16.23,8.952,9.46
58450,16.24,9.414,9.7
58460,16.24,9.413,9.7
58470,16.24,9.07,9.52
58480,16.24,9.199,9.59
58490,16.25,9.533,9.76
58500,16.25,9.595,9.8
58510,16.25,9.443,9.72
58520,16.26,9.313,9.65
58530,16.26,8.997,9.49
58540,16.26,9.007,9.49
58550,16.26,8.632,9.29
58560,16.27,8.298,9.11
58570,16.27,8.705,9.33
58580,16.27,8.585,9.27
58590,16.27,8.522,9.23
58600,16.28,8.707,9.33
58610,16.28,8.584,9.26
58620,16.28,8.276,9.1
58630,16.29,8.868,9.42
58640,16.29,9.131,9.56
58650,16.29,9.414,9.7
58660,16.29,9.238,9.61
58670,16.3,9.391,9.69
58680,16.3,9.501,9.75
58690,16.3,9.565,9.78
58700,16.31,9.063,9.52
58710,16.31,8.948,9.46
58720,16.31,9.272,9.63
58730,16.31,9.297,9.64
58740,16.32,9.276,9.63
58750,16.32,9.315,9.65
58760,16.32,9.529,9.76
58770,16.32,9.493,9.74
58780,16.33,9.248,9.62
58790,16.33,9.258,9.62
58800,16.33,9.089,9.53
58810,16.34,9.627,9.81
58820,16.34,9.564,9.78
58830,16.34,9.799,9.9
58840,16.34,9.899,9.95
58850,16.35,9.528,9.76
58860,16.35,9.232,9.61
58870,16.35,9.09,9.53
58880,16.36,9.34,9.66
58890,16.36,9.62,9.81
58900,16.36,9.371,9.68
58910,16.36,9.05,9.51
58920,16.37,9.415,9.7
58930,16.37,9.271,9.63
58940,16.37,9.07,9.52
58950,16.38,9.269,9.63
58960,16.38,9.027,9.5
58970,16.38,8.586,9.27
58980,16.38,8.855,9.41
58990,16.39,9.133,9.56
59000,16.39,8.29,9.11
59010,16.39,8.691,9.32
59020,16.39,8.421,9.18
59030,16.4,7.72,8.79
59040,16.4,7.556,8.69
59050,16.4,7.629,8.73
59060,16.41,7.854,8.86
59070,16.41,8.471,9.2
59080,16.41,8.331,9.13
59090,16.41,8.298,9.11
59100,16.42,8.302,9.11
59110,16.42,8.312,9.12
59120,16.42,8.207,9.06
59130,16.43,8.08,8.99
59140,16.43,8.175,9.04
59150,16.43,8.088,8.99
59160,16.43,8.352,9.14
59170,16.44,8.622,9.29
59180,16.44,8.519,9.23
59190,16.44,8.382,9.16
59200,16.44,8.253,9.08
59210,16.45,8.611,9.28
59220,16.45,8.283,9.1
59230,16.45,8.074,8.99
59240,16.46,8.436,9.18
59250,16.46,8.976,9.47
59260,16.46,8.827,9.4
59270,16.46,8.883,9.42
59280,16.47,8.779,9.37
59290,16.47,9.107,9.54
59300,16.47,9.154,9.57
59310,16.48,8.927,9.45
59320,16.48,8.71,9.33
59330,16.48,8.332,9.13
59340,16.48,8.636,9.29
59350,16.49,8.381,9.15
59360,16.49,8.522,9.23
59370,16.49,8.755,9.36
59380,16.49,8.784,9.37
59390,16.5,8.738,9.35
59400,16.5,8.949,9.46
59410,16.5,9.071,9.52
59420,16.51,8.807,9.38
59430,16.51,8.232,9.07
59440,16.51,7.619,8.73
59450,16.51,7.473,8.64
59460,16.52,7.595,8.72
59470,16.52,7.905,8.89
59480,16.52,8.294,9.11
59490,16.52,8.522,9.23
59500,16.53,8.248,9.08
59510,16.53,8.152,9.03
59520,16.53,8.177,9.04
59530,16.54,8.408,9.17
59540,16.54,8.167,9.04
59550,16.54,8.382,9.16
59560,16.54,8.686,9.32
59570,16.55,8.567,9.26
59580,16.55,8.286,9.1
59590,16.55,8.448,9.19
59600,16.56,8.797,9.38
59610,16.56,9.071,9.52
59620,16.56,9.046,9.51
59630,16.56,8.845,9.4
59640,16.57,9.196,9.59
59650,16.57,8.95,9.46
59660,16.57,8.986,9.48
59670,16.57,8.775,9.37
59680,16.58,8.831,9.4
59690,16.58,8.937,9.45
59700,16.58,8.706,9.33
59710,16.59,8.328,9.13
59720,16.59,8.079,8.99
59730,16.59,7.777,8.82
59740,16.59,7.342,8.57
59750,16.6,7.504,8.66
59760,16.6,7.013,8.37
59770,16.6,7.226,8.5
59780,16.61,7.719,8.79
59790,16.61,7.619,8.73
59800,16.61,7.567,8.7
59810,16.61,8.139,9.02
59820,16.62,8.115,9.01
59830,16.62,8.493,9.22
59840,16.62,8.082,8.99
59850,16.62,8.124,9.01
59860,16.63,8.385,9.16
59870,16.63,8.097,9.0
59880,16.63,7.966,8.93
59890,16.64,8.215,9.06
59900,16.64,8.008,8.95
59910,16.64,8.094,9.0
59920,16.64,7.694,8.77
59930,16.65,7.494,8.66
59940,16.65,7.25,8.51
59950,16.65,6.908,8.31
59960,16.66,7.343,8.57
59970,16.66,7.27,8.53
59980,16.66,7.475,8.65
59990,16.66,7.714,8.78
60000,16.67,7.639,8.74
60010,16.67,7.787,8.82
60020,16.67,7.624,8.73
60030,16.68,7.554,8.69
60040,16.68,7.208,8.49
60050,16.68,7.291,8.54
60060,16.68,7.406,8.61
60070,16.69,7.086,8.42
60080,16.69,7.181,8.47
60090,16.69,6.961,8.34
60100,16.69,7.249,8.51
60110,16.7,7.758,8.81
60120,16.7,7.164,8.46
60130,16.7,7.209,8.49
60140,16.71,8.232,9.07
60150,16.71,8.418,9.18
60160,16.71,8.188,9.05
60170,16.71,8.243,9.08
60180,16.72,8.23,9.07
60190,16.72,7.966,8.93
60200,16.72,8.034,8.96
60210,16.73,7.872,8.87
60220,16.73,7.806,8.84
60230,16.73,8.05,8.97
60240,16.73,7.983,8.93
60250,16.74,7.913,8.9
60260,16.74,7.8,8.83
60270,16.74,7.429,8.62
60280,16.74,8.055,8.97
60290,16.75,8.359,9.14
60300,16.75,8.516,9.23
60310,16.75,8.788,9.37
60320,16.76,8.222,9.07
60330,16.76,8.124,9.01
60340,16.76,8.592,9.27
60350,16.76,8.032,8.96
60360,16.77,7.775,8.82
60370,16.77,7.721,8.79
60380,16.77,7.631,8.74
60390,16.77,7.251,8.52
60400,16.78,7.438,8.62
60410,16.78,7.556,8.69
60420,16.78,7.031,8.39
60430,16.79,7.251,8.51
60440,16.79,7.16,8.46
60450,16.79,7.38,8.59
60460,16.79,7.313,8.55
60470,16.8,6.827,8.26
60480,16.8,6.902,8.31
60490,16.8,7.143,8.45
60500,16.81,6.287,7.93
60510,16.81,6.195,7.87
60520,16.81,6.356,7.97
60530,16.81,6.156,7.85
60540,16.82,6.029,7.76
60550,16.82,6.379,7.99
60560,16.82,6.582,8.11
60570,16.82,6.486,8.05
60580,16.83,6.785,8.24
60590,16.83,6.787,8.24
60600,16.83,7.125,8.44
60610,16.84,7.191,8.48
60620,16.84,7.054,8.4
60630,16.84,7.267,8.52
60640,16.84,7.24,8.51
60650,16.85,7.324,8.56
60660,16.85,7.451,8.63
60670,16.85,6.998,8.37
60680,16.86,7.181,8.47
60690,16.86,7.231,8.5
60700,16.86,7.0,8.37
60710,16.86,6.873,8.29
60720,16.87,6.434,8.02
60730,16.87,6.273,7.92
60740,16.87,5.984,7.74
60750,16.88,5.772,7.6
60760,16.88,5.663,7.53
60770,16.88,5.567,7.46
60780,16.88,5.915,7.69
60790,16.89,6.52,8.07
60800,16.89,6.388,7.99
60810,16.89,6.057,7.78
60820,16.89,6.213,7.88
60830,16.9,5.925,7.7
60840,16.9,6.57,8.11
60850,16.9,7.004,8.37
60860,16.91,6.941,8.33
60870,16.91,6.862,8.28
60880,16.91,6.724,8.2
60890,16.91,6.787,8.24
60900,16.92,6.865,8.29
60910,16.92,6.695,8.18
60920,16.92,6.85,8.28
60930,16.93,7.139,8.45
60940,16.93,6.884,8.3
60950,16.93,7.131,8.44
60960,16.93,7.234,8.51
60970,16.94,7.291,8.54
60980,16.94,7.287,8.54
60990,16.94,7.175,8.47
61000,16.94,6.833,8.27
61010,16.95,7.052,8.4
61020,16.95,6.656,8.16
61030,16.95,7.161,8.46
61040,16.96,7.104,8.43
61050,16.96,6.559,8.1
61060,16.96,6.674,8.17
61070,16.96,6.602,8.13
61080,16.97,6.803,8.25
61090,16.97,6.359,7.97
61100,16.97,6.356,7.97
61110,16.98,6.392,8.0
61120,16.98,7.012,8.37
61130,16.98,7.203,8.49
61140,16.98,7.9,8.89
61150,16.99,7.86,8.87
61160,16.99,8.251,9.08
61170,16.99,7.896,8.89
61180,16.99,7.807,8.84
61190,17.0,7.982,8.93
61200,17.0,8.113,9.01
61210,17.0,8.038,8.97
61220,17.01,8.532,9.24
61230,17.01,8.243,9.08
61240,17.01,7.813,8.84
61250,17.01,7.545,8.69
61260,17.02,7.39,8.6
61270,17.02,7.392,8.6
61280,17.02,6.974,8.35
61290,17.02,7.494,8.66
61300,17.03,6.625,8.14
61310,17.03,6.598,8.12
61320,17.03,6.255,7.91
61330,17.04,5.894,7.68
61340,17.04,5.983,7.74
61350,17.04,5.891,7.68
61360,17.04,6.203,7.88
61370,17.05,6.059,7.78
61380,17.05,5.688,7.54
61390,17.05,5.887,7.67
61400,17.06,5.871,7.66
61410,17.06,5.665,7.53
61420,17.06,6.063,7.79
61430,17.06,6.151,7.84
61440,17.07,6.5,8.06
61450,17.07,6.099,7.81
61460,17.07,6.189,7.87
61470,17.07,6.127,7.83
61480,17.08,5.347,7.31
61490,17.08,5.608,7.49
61500,17.08,5.862,7.66
61510,17.09,5.198,7.21
61520,17.09,5.58,7.47
61530,17.09,5.454,7.39
61540,17.09,5.615,7.49
61550,17.1,5.472,7.4
61560,17.1,5.657,7.52
61570,17.1,5.852,7.65
61580,17.11,5.327,7.3
61590,17.11,4.757,6.9
61600,17.11,4.907,7.0
61610,17.11,5.253,7.25
61620,17.12,5.365,7.32
61630,17.12,5.612,7.49
61640,17.12,6.108,7.82
61650,17.12,6.061,7.79
61660,17.13,6.359,7.97
61670,17.13,6.188,7.87
61680,17.13,6.252,7.91
61690,17.14,6.444,8.03
61700,17.14,6.289,7.93
61710,17.14,6.259,7.91
61720,17.14,6.07,7.79
61730,17.15,5.528,7.44
61740,17.15,5.639,7.51
61750,17.15,5.768,7.59
61760,17.16,6.292,7.93
61770,17.16,6.567,8.1
61780,17.16,6.906,8.31
61790,17.16,7.007,8.37
61800,17.17,6.396,8.0
61810,17.17,6.451,8.03
61820,17.17,6.548,8.09
61830,17.18,6.635,8.15
61840,17.18,6.677,8.17
61850,17.18,6.515,8.07
61860,17.18,6.847,8.27
61870,17.19,6.587,8.12
61880,17.19,6.648,8.15
61890,17.19,6.273,7.92
61900,17.19,6.37,7.98
61910,17.2,5.919,7.69
61920,17.2,5.527,7.43
61930,17.2,5.474,7.4
61940,17.21,4.975,7.05
61950,17.21,5.294,7.28
61960,17.21,4.96,7.04
61970,17.21,5.485,7.41
61980,17.22,5.608,7.49
61990,17.22,5.115,7.15
62000,17.22,5.197,7.21
62010,17.23,4.983,7.06
62020,17.23,5.431,7.37
62030,17.23,5.253,7.25
62040,17.23,5.896,7.68
62050,17.24,5.568,7.46
62060,17.24,6.101,7.81
62070,17.24,5.51,7.42
62080,17.24,5.595,7.48
62090,17.25,5.343,7.31
62100,17.25,5.703,7.55
62110,17.25,5.703,7.55
62120,17.26,5.761,7.59
62130,17.26,6.002,7.75
62140,17.26,5.805,7.62
62150,17.26,6.007,7.75
62160,17.27,5.98,7.73
62170,17.27,6.095,7.81
62180,17.27,5.979,7.73
62190,17.27,6.114,7.82
62200,17.28,6.349,7.97
62210,17.28,6.924,8.32
62220,17.28,6.526,8.08
62230,17.29,6.589,8.12
62240,17.29,6.712,8.19
62250,17.29,6.617,8.13
62260,17.29,6.437,8.02
62270,17.3,6.682,8.17
62280,17.3,6.635,8.15
62290,17.3,7.326,8.56
62300,17.31,6.826,8.26
62310,17.31,6.906,8.31
62320,17.31,7.113,8.43
62330,17.31,6.862,8.28
62340,17.32,6.936,8.33
62350,17.32,6.765,8.23
62360,17.32,6.693,8.18
62370,17.32,6.699,8.18
62380,17.33,7.014,8.37
62390,17.33,6.788,8.24
62400,17.33,7.203,8.49
62410,17.34,7.341,8.57
62420,17.34,7.478,8.65
62430,17.34,7.3,8.54
62440,17.34,7.467,8.64
62450,17.35,7.647,8.74
62460,17.35,7.36,8.58
62470,17.35,7.428,8.62
62480,17.36,7.817,8.84
62490,17.36,7.989,8.94
62500,17.36,7.872,8.87
62510,17.36,7.6,8.72
62520,17.37,8.017,8.95
62530,17.37,8.38,9.15
62540,17.37,8.738,9.35
62550,17.38,8.125,9.01
62560,17.38,8.079,8.99
62570,17.38,8.071,8.98
62580,17.38,7.99,8.94
62590,17.39,7.729,8.79
62600,17.39,7.579,8.71
62610,17.39,8.534,9.24
62620,17.39,8.476,9.21
62630,17.4,7.949,8.92
62640,17.4,7.579,8.71
62650,17.4,7.583,8.71
62660,17.41,7.397,8.6
62670,17.41,7.129,8.44
62680,17.41,6.968,8.35
62690,17.41,6.962,8.34
62700,17.42,6.959,8.34
62710,17.42,6.595,8.12
62720,17.42,7.06,8.4
62730,17.43,7.21,8.49
62740,17.43,6.885,8.3
62750,17.43,7.151,8.46
62760,17.43,7.203,8.49
62770,17.44,7.009,8.37
62780,17.44,7.148,8.45
62790,17.44,7.604,8.72
62800,17.44,7.708,8.78
62810,17.45,7.695,8.77
62820,17.45,7.717,8.78
62830,17.45,7.667,8.76
62840,17.46,7.904,8.89
62850,17.46,7.976,8.93
62860,17.46,7.693,8.77
62870,17.46,7.583,8.71
62880,17.47,7.904,8.89
62890,17.47,7.843,8.86
62900,17.47,7.995,8.94
62910,17.48,8.408,9.17
